tas,"	Year", Month, Country, ISO3, ISO2
26.6651,1973,6,BRB,,
27.0988,1973,7,BRB,,
27.0988,1973,8,BRB,,
27.0325,1973,9,BRB,,
26.8662,1973,10,BRB,,
25.9988,1973,11,BRB,,
24.7325,1973,12,BRB,,
24.9337,1974,1,BRB,,
25.0337,1974,2,BRB,,
25.0337,1974,3,BRB,,
25.2,1974,4,BRB,,
26.1988,1974,5,BRB,,
26.3651,1974,6,BRB,,
26.6325,1974,7,BRB,,
26.7988,1974,8,BRB,,
26.9662,1974,9,BRB,,
26.5662,1974,10,BRB,,
26.6325,1974,11,BRB,,
25.2662,1974,12,BRB,,
24.4,1975,1,BRB,,
24.7999,1975,2,BRB,,
25.1,1975,3,BRB,,
25.2325,1975,4,BRB,,
26.2988,1975,5,BRB,,
26.8651,1975,6,BRB,,
26.6988,1975,7,BRB,,
26.7988,1975,8,BRB,,
27.0325,1975,9,BRB,,
26.2662,1975,10,BRB,,
25.8325,1975,11,BRB,,
25,1975,12,BRB,,
24.1,1976,1,BRB,,
23.9,1976,2,BRB,,
24.2999,1976,3,BRB,,
25.2325,1976,4,BRB,,
25.8651,1976,5,BRB,,
26.2651,1976,6,BRB,,
26.3988,1976,7,BRB,,
26.9988,1976,8,BRB,,
27.1325,1976,9,BRB,,
27.0662,1976,10,BRB,,
26.9325,1976,11,BRB,,
24.9662,1976,12,BRB,,
25,1977,1,BRB,,
25.2999,1977,2,BRB,,
25.4662,1977,3,BRB,,
25.5662,1977,4,BRB,,
26.4988,1977,5,BRB,,
26.8651,1977,6,BRB,,
26.8988,1977,7,BRB,,
27.0988,1977,8,BRB,,
27.1325,1977,9,BRB,,
26.7662,1977,10,BRB,,
27.0325,1977,11,BRB,,
26.2,1977,12,BRB,,
25.1,1978,1,BRB,,
25.4662,1978,2,BRB,,
26,1978,3,BRB,,
26.5662,1978,4,BRB,,
27.2988,1978,5,BRB,,
26.9651,1978,6,BRB,,
26.1651,1978,7,BRB,,
26.7988,1978,8,BRB,,
27.2325,1978,9,BRB,,
26.9662,1978,10,BRB,,
26.5325,1978,11,BRB,,
26.2999,1978,12,BRB,,
24.7662,1979,1,BRB,,
25.6,1979,2,BRB,,
25.6,1979,3,BRB,,
26.3662,1979,4,BRB,,
27.2988,1979,5,BRB,,
27.2651,1979,6,BRB,,
26.9988,1979,7,BRB,,
27.1988,1979,8,BRB,,
27.1325,1979,9,BRB,,
27.3662,1979,10,BRB,,
26.8325,1979,11,BRB,,
26.2662,1979,12,BRB,,
25.5,1980,1,BRB,,
25.7,1980,2,BRB,,
25.6,1980,3,BRB,,
26.1325,1980,4,BRB,,
27.1651,1980,5,BRB,,
27.1313,1980,6,BRB,,
26.7651,1980,7,BRB,,
27.0651,1980,8,BRB,,
26.7651,1980,9,BRB,,
26.5325,1980,10,BRB,,
26.2988,1980,11,BRB,,
25.1988,1980,12,BRB,,
25.2662,1981,1,BRB,,
25.9325,1981,2,BRB,,
26.1662,1981,3,BRB,,
26.0988,1981,4,BRB,,
27.3651,1981,5,BRB,,
26.7976,1981,6,BRB,,
26.4313,1981,7,BRB,,
26.6313,1981,8,BRB,,
26.4988,1981,9,BRB,,
26.8325,1981,10,BRB,,
26.6651,1981,11,BRB,,
26.0988,1981,12,BRB,,
24.7988,1982,1,BRB,,
24.7988,1982,2,BRB,,
25.2988,1982,3,BRB,,
25.8988,1982,4,BRB,,
26.8313,1982,5,BRB,,
26.9976,1982,6,BRB,,
26.6313,1982,7,BRB,,
26.7313,1982,8,BRB,,
26.7651,1982,9,BRB,,
26.5988,1982,10,BRB,,
26.4988,1982,11,BRB,,
25.3988,1982,12,BRB,,
24.8988,1983,1,BRB,,
24.7988,1983,2,BRB,,
25.9988,1983,3,BRB,,
26.2651,1983,4,BRB,,
26.7976,1983,5,BRB,,
26.7639,1983,6,BRB,,
26.3639,1983,7,BRB,,
26.6976,1983,8,BRB,,
26.7313,1983,9,BRB,,
25.9988,1983,10,BRB,,
26.5988,1983,11,BRB,,
26.0988,1983,12,BRB,,
24.7325,1984,1,BRB,,
25.1325,1984,2,BRB,,
25.2325,1984,3,BRB,,
25.9325,1984,4,BRB,,
26.2976,1984,5,BRB,,
26.5976,1984,6,BRB,,
26.9651,1984,7,BRB,,
26.6976,1984,8,BRB,,
26.4651,1984,9,BRB,,
26.1651,1984,10,BRB,,
25.8313,1984,11,BRB,,
25.0651,1984,12,BRB,,
24.3988,1985,1,BRB,,
24.6988,1985,2,BRB,,
24.9325,1985,3,BRB,,
25.4988,1985,4,BRB,,
26.2976,1985,5,BRB,,
26.7639,1985,6,BRB,,
26.7976,1985,7,BRB,,
26.7976,1985,8,BRB,,
26.7313,1985,9,BRB,,
26.2651,1985,10,BRB,,
25.8313,1985,11,BRB,,
25.3651,1985,12,BRB,,
24.6988,1986,1,BRB,,
24.2325,1986,2,BRB,,
24.8988,1986,3,BRB,,
26.1988,1986,4,BRB,,
26.7313,1986,5,BRB,,
26.4639,1986,6,BRB,,
26.5976,1986,7,BRB,,
26.8313,1986,8,BRB,,
26.8313,1986,9,BRB,,
26.6651,1986,10,BRB,,
25.7313,1986,11,BRB,,
25.4988,1986,12,BRB,,
25.0325,1987,1,BRB,,
25.4325,1987,2,BRB,,
25.8325,1987,3,BRB,,
26.0976,1987,4,BRB,,
27.0976,1987,5,BRB,,
27.1639,1987,6,BRB,,
27.3313,1987,7,BRB,,
27.5313,1987,8,BRB,,
27.3313,1987,9,BRB,,
27.0651,1987,10,BRB,,
26.4651,1987,11,BRB,,
26.4988,1987,12,BRB,,
25.3988,1988,1,BRB,,
25.1988,1988,2,BRB,,
25.8325,1988,3,BRB,,
25.9651,1988,4,BRB,,
26.6639,1988,5,BRB,,
26.6302,1988,6,BRB,,
26.8976,1988,7,BRB,,
26.7313,1988,8,BRB,,
27.3988,1988,9,BRB,,
26.5651,1988,10,BRB,,
27.1651,1988,11,BRB,,
25.9988,1988,12,BRB,,
25.4662,1989,1,BRB,,
26.2662,1989,2,BRB,,
25.6662,1989,3,BRB,,
26.0325,1989,4,BRB,,
27.0651,1989,5,BRB,,
27.5313,1989,6,BRB,,
27.4651,1989,7,BRB,,
27.4313,1989,8,BRB,,
27.4988,1989,9,BRB,,
27.2325,1989,10,BRB,,
25.6988,1989,11,BRB,,
26.3325,1989,12,BRB,,
25.6662,1990,1,BRB,,
25.2,1990,2,BRB,,
26.1,1990,3,BRB,,
26.6325,1990,4,BRB,,
27.7651,1990,5,BRB,,
27.8313,1990,6,BRB,,
27.5651,1990,7,BRB,,
27.8651,1990,8,BRB,,
28.1651,1990,9,BRB,,
27.6325,1990,10,BRB,,
27.2988,1990,11,BRB,,
26.2325,1990,12,BRB,,
25.2988,1991,1,BRB,,
25.2988,1991,2,BRB,,
26.1988,1991,3,BRB,,
26.2651,1991,4,BRB,,
26.8976,1991,5,BRB,,
27.5976,1991,6,BRB,,
27.1651,1991,7,BRB,,
27.6651,1991,8,BRB,,
27.3988,1991,9,BRB,,
26.4988,1991,10,BRB,,
26.2988,1991,11,BRB,,
26.0662,1991,12,BRB,,
25.3325,1992,1,BRB,,
25.1988,1992,2,BRB,,
25.8325,1992,3,BRB,,
25.9651,1992,4,BRB,,
26.5976,1992,5,BRB,,
26.8639,1992,6,BRB,,
26.8976,1992,7,BRB,,
26.7976,1992,8,BRB,,
26.7313,1992,9,BRB,,
26.9325,1992,10,BRB,,
26.4988,1992,11,BRB,,
25.7325,1992,12,BRB,,
25.1325,1993,1,BRB,,
25.1325,1993,2,BRB,,
25.7325,1993,3,BRB,,
26.7988,1993,4,BRB,,
27.2651,1993,5,BRB,,
27.1976,1993,6,BRB,,
27.1313,1993,7,BRB,,
27.1313,1993,8,BRB,,
27.1651,1993,9,BRB,,
26.8988,1993,10,BRB,,
26.5651,1993,11,BRB,,
26.1988,1993,12,BRB,,
25.1325,1994,1,BRB,,
24.9674,1994,2,BRB,,
25.6662,1994,3,BRB,,
26.3325,1994,4,BRB,,
26.7999,1994,5,BRB,,
26.9976,1994,6,BRB,,
27.2651,1994,7,BRB,,
27.0976,1994,8,BRB,,
26.4651,1994,9,BRB,,
26.7988,1994,10,BRB,,
26.7651,1994,11,BRB,,
26.7662,1994,12,BRB,,
25.3662,1995,1,BRB,,
25.4662,1995,2,BRB,,
25.4325,1995,3,BRB,,
26.3325,1995,4,BRB,,
27.6313,1995,5,BRB,,
27.2976,1995,6,BRB,,
26.6976,1995,7,BRB,,
27.5651,1995,8,BRB,,
27.5651,1995,9,BRB,,
27.1325,1995,10,BRB,,
26.9651,1995,11,BRB,,
26.6325,1995,12,BRB,,
25.8325,1996,1,BRB,,
26.1325,1996,2,BRB,,
26.0325,1996,3,BRB,,
26.5325,1996,4,BRB,,
26.9313,1996,5,BRB,,
27.0976,1996,6,BRB,,
26.9313,1996,7,BRB,,
26.9313,1996,8,BRB,,
27.0651,1996,9,BRB,,
26.8988,1996,10,BRB,,
26.7651,1996,11,BRB,,
26.1325,1996,12,BRB,,
25.5325,1997,1,BRB,,
25.6325,1997,2,BRB,,
25.4325,1997,3,BRB,,
26.0988,1997,4,BRB,,
27.0313,1997,5,BRB,,
27.0639,1997,6,BRB,,
26.8976,1997,7,BRB,,
26.8313,1997,8,BRB,,
27.3313,1997,9,BRB,,
27.5651,1997,10,BRB,,
27.1313,1997,11,BRB,,
26.7988,1997,12,BRB,,
26.1325,1998,1,BRB,,
26.3662,1998,2,BRB,,
26.4988,1998,3,BRB,,
27.1651,1998,4,BRB,,
27.3976,1998,5,BRB,,
27.2639,1998,6,BRB,,
27.3313,1998,7,BRB,,
27.8313,1998,8,BRB,,
27.6313,1998,9,BRB,,
27.2988,1998,10,BRB,,
27.1651,1998,11,BRB,,
26.3651,1998,12,BRB,,
25.3988,1999,1,BRB,,
24.9325,1999,2,BRB,,
25.6988,1999,3,BRB,,
26.2988,1999,4,BRB,,
27.1976,1999,5,BRB,,
27.1976,1999,6,BRB,,
26.9976,1999,7,BRB,,
27.3313,1999,8,BRB,,
27.4313,1999,9,BRB,,
26.5313,1999,10,BRB,,
26.8313,1999,11,BRB,,
26.0651,1999,12,BRB,,
25.0988,2000,1,BRB,,
24.7988,2000,2,BRB,,
25.1325,2000,3,BRB,,
26.0651,2000,4,BRB,,
26.6976,2000,5,BRB,,
26.8639,2000,6,BRB,,
27.1313,2000,7,BRB,,
27.7651,2000,8,BRB,,
27.1651,2000,9,BRB,,
26.9988,2000,10,BRB,,
26.3313,2000,11,BRB,,
25.7325,2000,12,BRB,,
25.1325,2001,1,BRB,,
24.9325,2001,2,BRB,,
25.5988,2001,3,BRB,,
26.0651,2001,4,BRB,,
27.1313,2001,5,BRB,,
27.2639,2001,6,BRB,,
27.0976,2001,7,BRB,,
27.5976,2001,8,BRB,,
27.3988,2001,9,BRB,,
26.9651,2001,10,BRB,,
26.7313,2001,11,BRB,,
26.7988,2001,12,BRB,,
25.9988,2002,1,BRB,,
25.3325,2002,2,BRB,,
26.2325,2002,3,BRB,,
26.5988,2002,4,BRB,,
27.1313,2002,5,BRB,,
27.3639,2002,6,BRB,,
27.3313,2002,7,BRB,,
27.5313,2002,8,BRB,,
27.5651,2002,9,BRB,,
27.1988,2002,10,BRB,,
26.9651,2002,11,BRB,,
26.6325,2002,12,BRB,,
26.0662,2003,1,BRB,,
25.5988,2003,2,BRB,,
25.8325,2003,3,BRB,,
26.8651,2003,4,BRB,,
27.3976,2003,5,BRB,,
27.1639,2003,6,BRB,,
27.1313,2003,7,BRB,,
27.5313,2003,8,BRB,,
27.8325,2003,9,BRB,,
27.3651,2003,10,BRB,,
27.1651,2003,11,BRB,,
26.7988,2003,12,BRB,,
25.9988,2004,1,BRB,,
25.9325,2004,2,BRB,,
26.0325,2004,3,BRB,,
26.8988,2004,4,BRB,,
27.2313,2004,5,BRB,,
27.1976,2004,6,BRB,,
27.2313,2004,7,BRB,,
27.7313,2004,8,BRB,,
27.4651,2004,9,BRB,,
27.7662,2004,10,BRB,,
26.7651,2004,11,BRB,,
26.2988,2004,12,BRB,,
25.4988,2005,1,BRB,,
26.1662,2005,2,BRB,,
27.1662,2005,3,BRB,,
28.1988,2005,4,BRB,,
28.2313,2005,5,BRB,,
27.3976,2005,6,BRB,,
27.5313,2005,7,BRB,,
27.9313,2005,8,BRB,,
28.3651,2005,9,BRB,,
27.8988,2005,10,BRB,,
26.5651,2005,11,BRB,,
26.3988,2005,12,BRB,,
25.5,2006,1,BRB,,
25.5988,2006,2,BRB,,
26.2325,2006,3,BRB,,
26.8988,2006,4,BRB,,
27.8313,2006,5,BRB,,
27.7313,2006,6,BRB,,
27.7651,2006,7,BRB,,
27.8651,2006,8,BRB,,
27.8988,2006,9,BRB,,
27.6325,2006,10,BRB,,
26.9651,2006,11,BRB,,
26.5988,2006,12,BRB,,
25.8325,2007,1,BRB,,
26.0325,2007,2,BRB,,
26.3325,2007,3,BRB,,
26.8988,2007,4,BRB,,
27.6313,2007,5,BRB,,
27.1639,2007,6,BRB,,
27.1976,2007,7,BRB,,
27.0313,2007,8,BRB,,
27.1651,2007,9,BRB,,
27.1988,2007,10,BRB,,
26.7651,2007,11,BRB,,
25.9988,2007,12,BRB,,
25.3325,2008,1,BRB,,
25.1325,2008,2,BRB,,
25.1325,2008,3,BRB,,
25.6651,2008,4,BRB,,
26.7313,2008,5,BRB,,
26.9639,2008,6,BRB,,
26.8976,2008,7,BRB,,
27.4976,2008,8,BRB,,
26.7313,2008,9,BRB,,
26.8988,2008,10,BRB,,
26.5651,2008,11,BRB,,
25.8988,2008,12,BRB,,
25.5988,2009,1,BRB,,
25.3325,2009,2,BRB,,
25.4325,2009,3,BRB,,
26.1988,2009,4,BRB,,
27.0313,2009,5,BRB,,
27.2976,2009,6,BRB,,
27.4313,2009,7,BRB,,
27.6976,2009,8,BRB,,
27.6313,2009,9,BRB,,
27.6988,2009,10,BRB,,
27.1651,2009,11,BRB,,
26.9325,2009,12,BRB,,
26.3662,2010,1,BRB,,
26.4325,2010,2,BRB,,
26.5662,2010,3,BRB,,
27.4988,2010,4,BRB,,
28.1313,2010,5,BRB,,
27.8976,2010,6,BRB,,
27.6313,2010,7,BRB,,
27.9313,2010,8,BRB,,
27.2651,2010,9,BRB,,
27.1988,2010,10,BRB,,
27.0651,2010,11,BRB,,
26.3988,2010,12,BRB,,
26.1325,2011,1,BRB,,
25.7325,2011,2,BRB,,
25.7325,2011,3,BRB,,
26.3325,2011,4,BRB,,
27.8313,2011,5,BRB,,
27.8976,2011,6,BRB,,
27.4313,2011,7,BRB,,
27.7651,2011,8,BRB,,
27.7988,2011,9,BRB,,
27.5988,2011,10,BRB,,
26.8651,2011,11,BRB,,
25.9988,2011,12,BRB,,
25.2651,2012,1,BRB,,
25.2988,2012,2,BRB,,
25.7988,2012,3,BRB,,
26.1651,2012,4,BRB,,
26.7313,2012,5,BRB,,
27.0302,2012,6,BRB,,
27.1976,2012,7,BRB,,
26.9976,2012,8,BRB,,
27.3313,2012,9,BRB,,
27.2651,2012,10,BRB,,
27.2651,2012,11,BRB,,
26.2988,2012,12,BRB,,
25.4988,2013,1,BRB,,
25.6325,2013,2,BRB,,
26.2325,2013,3,BRB,,
26.3988,2013,4,BRB,,
26.8976,2013,5,BRB,,
26.8639,2013,6,BRB,,
27.2313,2013,7,BRB,,
27.0976,2013,8,BRB,,
27.4651,2013,9,BRB,,
27.1988,2013,10,BRB,,
26.7651,2013,11,BRB,,
26.1988,2013,12,BRB,,
25.2988,2014,1,BRB,,
25.2988,2014,2,BRB,,
25.5988,2014,3,BRB,,
26.2988,2014,4,BRB,,
26.8976,2014,5,BRB,,
27.1639,2014,6,BRB,,
27.0976,2014,7,BRB,,
27.0976,2014,8,BRB,,
27.3651,2014,9,BRB,,
27.0988,2014,10,BRB,,
26.9651,2014,11,BRB,,
25.6651,2014,12,BRB,,
25.8325,2015,1,BRB,,
25.8325,2015,2,BRB,,
25.4988,2015,3,BRB,,
26.4988,2015,4,BRB,,
27.1976,2015,5,BRB,,
27.9976,2015,6,BRB,,
27.0976,2015,7,BRB,,
27.6976,2015,8,BRB,,
27.9651,2015,9,BRB,,
28.1988,2015,10,BRB,,
27.2651,2015,11,BRB,,
26.7988,2015,12,BRB,,
